date,staff_id,reason,old_asset_model,old_asset_serial_number,replaced_asset_model,replaced_asset_serial_number,hostname,issue,remarks
2025-04-19,683127878,breakfix,HP Book 2.0 Model,LAP-8D2EBD2FF0,HP Book 2.0 Model,LAP-6A0C8182C5,HOST-9055,software,OS corruption
2025-02-18,887927373,new joiner,HP Book 2.0 Model,LAP-1DA02AD2BD,HP Book 2.0 Model,LAP-5D37DD5740,HOST-7920,hardware,Performance issue
2024-02-09,374173441,transfer,JBL Wireless Headset,WH-1EA6CF9AF4,JBL Wireless Headset,WH-52F3770352,HOST-9295,hardware,Physical damage
2024-11-20,627015393,new joiner,JBL Wireless Headset,WH-E3078D68F0,JBL Wireless Headset,WH-46351E0A0B,HOST-9973,software,OS corruption
2024-02-13,529520110,breakfix,Wireless Headset Cushion,WH-6ED9015484,Wireless Headset Cushion,WH-543530F664,HOST-1853,hardware,OS corruption
2024-04-08,267200433,breakfix,Dell Laptop X12 Model,LAP-72DE3BAA59,Dell Laptop X12 Model,LAP-9D0662A6AB,HOST-1050,software,Performance issue
2024-04-21,787346882,transfer,HP Book 2.0 Model,LAP-8F68EA9DB4,HP Book 2.0 Model,LAP-D2E827ABC3,HOST-6140,hardware,Device not powering on
2025-08-16,648063464,breakfix,HP Book 2.0 Model,LAP-090C3142F4,HP Book 2.0 Model,LAP-1AC54155C8,HOST-9460,hardware,User requested replacement
2024-02-22,717301394,transfer,JBL Wireless Headset,WH-8A152495F0,JBL Wireless Headset,WH-91F304C9AA,HOST-6233,software,OS corruption
2025-09-10,442019016,transfer,Wireless Headset Cushion,WH-5BF252AEEF,Wireless Headset Cushion,WH-F6745B0C87,HOST-3842,software,Physical damage
2025-07-05,120535029,breakfix,HP Book 2.0 Model,LAP-3D34AC74A7,HP Book 2.0 Model,LAP-ECD31FF30A,HOST-7791,software,Performance issue
2024-12-18,372354893,transfer,JBL Wireless Headset,WH-46C186D978,JBL Wireless Headset,WH-DE95009FC6,HOST-4677,hardware,Device not powering on
2024-07-02,465839040,new joiner,HP Book 2.0 Model,LAP-DE817C5793,HP Book 2.0 Model,LAP-53E7928C39,HOST-4747,hardware,OS corruption
2025-07-05,361212671,transfer,HP Book 2.0 Model,LAP-ED6179A40B,HP Book 2.0 Model,LAP-1998A6FA1C,HOST-3764,hardware,OS corruption
2024-05-02,847462287,transfer,Wireless Headset Cushion,WH-22FA1CBA9E,Wireless Headset Cushion,WH-393395594C,HOST-5262,hardware,Device not powering on
2025-01-13,576078963,breakfix,HP Book 2.0 Model,LAP-B1F1B5F619,HP Book 2.0 Model,LAP-8643B9BD49,HOST-2922,hardware,User requested replacement
2024-11-05,864157523,transfer,HP Book 2.0 Model,LAP-D3FE65896B,HP Book 2.0 Model,LAP-4CBD778B0E,HOST-9096,hardware,Performance issue
2025-06-30,961995665,breakfix,Wireless Headset Cushion,WH-378EBAD49B,Wireless Headset Cushion,WH-BA74CBB676,HOST-5361,software,OS corruption
2024-12-29,655070355,breakfix,Dell Laptop X12 Model,LAP-17EBEE2157,Dell Laptop X12 Model,LAP-3E16C45C2A,HOST-8066,hardware,User requested replacement
2025-06-18,180195016,transfer,Dell Laptop X12 Model,LAP-7538C52213,Dell Laptop X12 Model,LAP-DFF1C675B5,HOST-4102,software,Performance issue
2024-12-02,449917685,breakfix,Dell Laptop X12 Model,LAP-DFF1E1789A,Dell Laptop X12 Model,LAP-8172B46443,HOST-1471,software,Physical damage
2025-05-28,590182620,new joiner,JBL Wireless Headset,WH-38A631A9E9,JBL Wireless Headset,WH-2836BF4387,HOST-8388,hardware,Physical damage
2024-06-07,546915228,new joiner,Dell Laptop X12 Model,LAP-AA4CCD2DF9,Dell Laptop X12 Model,LAP-BA66AB4F58,HOST-8506,hardware,Device not powering on
2024-10-01,184337702,breakfix,Wireless Headset Cushion,WH-5E850C0D9D,Wireless Headset Cushion,WH-1884B84624,HOST-6296,software,Performance issue
2024-12-28,420511037,new joiner,Dell Laptop X12 Model,LAP-B36E87B9B0,Dell Laptop X12 Model,LAP-B098DB3CB8,HOST-7935,software,Device not powering on
2025-10-19,540272920,new joiner,HP Book 2.0 Model,LAP-EE077375EA,HP Book 2.0 Model,LAP-FF1E6006A2,HOST-1962,hardware,Physical damage
2025-05-29,283086166,transfer,Wireless Headset Cushion,WH-37DCD168C6,Wireless Headset Cushion,WH-7AE4A97561,HOST-6804,hardware,Device not powering on
2025-05-10,659350437,new joiner,JBL Wireless Headset,WH-8FEAFE7A46,JBL Wireless Headset,WH-C133A933AC,HOST-7241,software,OS corruption
2024-03-08,836665942,transfer,Dell Laptop X12 Model,LAP-69D28D5EBA,Dell Laptop X12 Model,LAP-3982635AB8,HOST-3166,hardware,User requested replacement
2025-07-25,361846370,transfer,HP Book 2.0 Model,LAP-935413AB6F,HP Book 2.0 Model,LAP-A8645C6F58,HOST-3783,software,Physical damage
2024-10-02,207959268,breakfix,JBL Wireless Headset,WH-E59363D341,JBL Wireless Headset,WH-6C4F7BECA1,HOST-2468,software,User requested replacement
2024-11-07,789603056,breakfix,HP Book 2.0 Model,LAP-4209620EC3,HP Book 2.0 Model,LAP-4C466ED069,HOST-5266,hardware,Physical damage
2025-12-10,574364121,breakfix,JBL Wireless Headset,WH-B7DE7A178C,JBL Wireless Headset,WH-DDAD18AE28,HOST-9179,software,Physical damage
2024-11-10,670193187,transfer,JBL Wireless Headset,WH-FCA4000DDE,JBL Wireless Headset,WH-F881377B1A,HOST-5312,software,User requested replacement
2025-03-10,634764290,transfer,HP Book 2.0 Model,LAP-3BA0B6CC61,HP Book 2.0 Model,LAP-673029894B,HOST-3703,software,OS corruption
2025-08-23,247354744,new joiner,HP Book 2.0 Model,LAP-739F5F5F4C,HP Book 2.0 Model,LAP-20EC561FB8,HOST-8208,hardware,Performance issue
2025-08-25,864555170,breakfix,Dell Laptop X12 Model,LAP-210F23BBDA,Dell Laptop X12 Model,LAP-905417383D,HOST-4766,hardware,Device not powering on
2024-09-30,626863054,transfer,Dell Laptop X12 Model,LAP-F53C8AF00F,Dell Laptop X12 Model,LAP-CDCDCEACC8,HOST-3679,software,OS corruption
2025-09-28,906841821,transfer,JBL Wireless Headset,WH-CDB39437D2,JBL Wireless Headset,WH-567A7BD4EC,HOST-1668,software,Physical damage
2024-01-29,713461653,new joiner,JBL Wireless Headset,WH-B0C3CA3177,JBL Wireless Headset,WH-FCCFCA79AA,HOST-8949,software,OS corruption
2025-10-01,670431597,new joiner,Dell Laptop X12 Model,LAP-BE4A214E72,Dell Laptop X12 Model,LAP-EE31199F67,HOST-3425,hardware,Physical damage
2025-10-21,500126515,breakfix,JBL Wireless Headset,WH-908AB74D75,JBL Wireless Headset,WH-CCA640D2AC,HOST-5654,hardware,Performance issue
2024-08-22,393364102,transfer,Wireless Headset Cushion,WH-A70F812272,Wireless Headset Cushion,WH-A23768E57F,HOST-4479,hardware,User requested replacement
2024-06-19,689269569,breakfix,HP Book 2.0 Model,LAP-E9533759B7,HP Book 2.0 Model,LAP-215C19D96B,HOST-7822,hardware,Performance issue
2024-09-01,459327003,new joiner,Wireless Headset Cushion,WH-79EA6837E2,Wireless Headset Cushion,WH-D75481C5D7,HOST-2545,software,Device not powering on
2025-04-08,570423569,new joiner,Dell Laptop X12 Model,LAP-194CDAD00C,Dell Laptop X12 Model,LAP-70A441C41E,HOST-2998,software,Physical damage
2024-05-30,901179178,breakfix,HP Book 2.0 Model,LAP-E6C68AEC21,HP Book 2.0 Model,LAP-5CD5BD502D,HOST-6300,hardware,Device not powering on
2025-11-02,658260221,transfer,Wireless Headset Cushion,WH-40FAAA6472,Wireless Headset Cushion,WH-A285A9D739,HOST-8861,software,Physical damage
2024-05-26,962915335,new joiner,HP Book 2.0 Model,LAP-BFE35D0AF1,HP Book 2.0 Model,LAP-A181E75E40,HOST-1095,software,Device not powering on
2024-03-24,485753689,new joiner,HP Book 2.0 Model,LAP-DCE3FD0AE7,HP Book 2.0 Model,LAP-C5C5EF68C5,HOST-8423,software,User requested replacement
2025-09-14,639198004,breakfix,HP Book 2.0 Model,LAP-40A5BD2641,HP Book 2.0 Model,LAP-F4F6031EDC,HOST-1797,software,Physical damage
2025-11-29,895094534,new joiner,Dell Laptop X12 Model,LAP-A0C7384E63,Dell Laptop X12 Model,LAP-CE93E73BB8,HOST-2158,software,Device not powering on
2024-12-12,859803019,transfer,JBL Wireless Headset,WH-00420D9B2A,JBL Wireless Headset,WH-F453622520,HOST-3916,hardware,OS corruption
2025-10-25,315066828,breakfix,JBL Wireless Headset,WH-476580E795,JBL Wireless Headset,WH-DB40E66AF5,HOST-4411,hardware,OS corruption
2024-12-08,131088245,transfer,JBL Wireless Headset,WH-14AD956072,JBL Wireless Headset,WH-E84A721501,HOST-3525,hardware,Physical damage
2024-09-09,214644955,transfer,HP Book 2.0 Model,LAP-6ABEA75A22,HP Book 2.0 Model,LAP-B73401A111,HOST-6080,hardware,Physical damage
2024-03-14,855971970,breakfix,JBL Wireless Headset,WH-87BE6D35E3,JBL Wireless Headset,WH-F60DF6173E,HOST-7020,hardware,OS corruption
2024-10-25,428688580,transfer,HP Book 2.0 Model,LAP-CD366B9F98,HP Book 2.0 Model,LAP-CF577FDFAA,HOST-8805,software,User requested replacement
2024-05-20,937643439,transfer,Wireless Headset Cushion,WH-41FDC088F3,Wireless Headset Cushion,WH-081EBEB4EC,HOST-2478,software,Physical damage
2024-05-06,593089342,breakfix,Dell Laptop X12 Model,LAP-266778DA5D,Dell Laptop X12 Model,LAP-A3F1D3F45E,HOST-8112,software,Device not powering on
2025-12-14,929084565,new joiner,Dell Laptop X12 Model,LAP-3C487E2294,Dell Laptop X12 Model,LAP-6AF3779EB4,HOST-6599,software,Performance issue
2024-04-01,272134062,new joiner,Wireless Headset Cushion,WH-BE849D8279,Wireless Headset Cushion,WH-9704B49169,HOST-3540,software,User requested replacement
2024-04-20,944918740,new joiner,Wireless Headset Cushion,WH-D4EE1D5D75,Wireless Headset Cushion,WH-E50550A021,HOST-9596,hardware,Physical damage
2024-10-02,533140455,transfer,JBL Wireless Headset,WH-5D26BE065A,JBL Wireless Headset,WH-BEE6D8ECB8,HOST-2297,software,Physical damage
2025-08-25,736413935,breakfix,HP Book 2.0 Model,LAP-CBADB1DD25,HP Book 2.0 Model,LAP-F92FBC0F15,HOST-5921,hardware,User requested replacement
2024-11-13,676876906,transfer,JBL Wireless Headset,WH-90BED2FFC7,JBL Wireless Headset,WH-19030F4D0F,HOST-1781,hardware,Device not powering on
2024-08-17,753770973,breakfix,Wireless Headset Cushion,WH-743BFCF122,Wireless Headset Cushion,WH-A06868EF95,HOST-9366,software,OS corruption
2025-10-20,569339388,transfer,JBL Wireless Headset,WH-2B6A187B61,JBL Wireless Headset,WH-00D992183B,HOST-5151,software,Physical damage
2024-06-04,428688580,breakfix,Wireless Headset Cushion,WH-BC201D7C7E,Wireless Headset Cushion,WH-55B083AA05,HOST-9248,hardware,Device not powering on
2024-03-18,592256138,transfer,Dell Laptop X12 Model,LAP-293FBB7A97,Dell Laptop X12 Model,LAP-64E08F9B2E,HOST-3941,hardware,OS corruption
2025-12-09,152091933,breakfix,HP Book 2.0 Model,LAP-C1B23EB85F,HP Book 2.0 Model,LAP-D06BA7C27D,HOST-7819,software,Physical damage
2024-06-02,544269173,new joiner,Wireless Headset Cushion,WH-B222519E7F,Wireless Headset Cushion,WH-720ED07F5E,HOST-8454,software,User requested replacement
2025-04-28,735205122,transfer,Dell Laptop X12 Model,LAP-F0AB862674,Dell Laptop X12 Model,LAP-96F826FE2E,HOST-4066,hardware,Performance issue
2025-11-05,882576281,new joiner,JBL Wireless Headset,WH-A4C9AC39CD,JBL Wireless Headset,WH-65DB078420,HOST-5248,hardware,OS corruption
2024-07-26,445577110,breakfix,Wireless Headset Cushion,WH-C1581E25B0,Wireless Headset Cushion,WH-397696BC4B,HOST-1095,software,Device not powering on
2026-01-11,183839817,breakfix,Dell Laptop X12 Model,LAP-52529CCBB3,Dell Laptop X12 Model,LAP-A6F3E09942,HOST-8817,software,OS corruption
2024-03-22,621828280,new joiner,HP Book 2.0 Model,LAP-99E47A1438,HP Book 2.0 Model,LAP-443916018F,HOST-8974,software,User requested replacement
2024-05-03,560983746,transfer,Dell Laptop X12 Model,LAP-62C20C0BD7,Dell Laptop X12 Model,LAP-1D77174435,HOST-7471,software,Device not powering on
2025-09-18,384412919,breakfix,Dell Laptop X12 Model,LAP-1CF29ACA1B,Dell Laptop X12 Model,LAP-794797BAC9,HOST-1227,hardware,Device not powering on
2026-01-08,244467442,new joiner,JBL Wireless Headset,WH-F6D0EFF8FE,JBL Wireless Headset,WH-81FA6B1A44,HOST-4083,hardware,Performance issue
2024-09-19,176605123,new joiner,JBL Wireless Headset,WH-36C293D9F5,JBL Wireless Headset,WH-0FAA485028,HOST-3378,hardware,OS corruption
2024-04-23,339796534,new joiner,JBL Wireless Headset,WH-B0FC5D4011,JBL Wireless Headset,WH-EC42841D50,HOST-4127,hardware,Physical damage
2024-10-07,166857303,breakfix,JBL Wireless Headset,WH-70EEA31963,JBL Wireless Headset,WH-309DFBB460,HOST-8765,software,Device not powering on
2025-09-27,583774585,breakfix,Wireless Headset Cushion,WH-C892885E40,Wireless Headset Cushion,WH-E2B00ABC23,HOST-3497,software,OS corruption
2024-09-29,674165650,breakfix,Dell Laptop X12 Model,LAP-7552CA8F7A,Dell Laptop X12 Model,LAP-AF0236430E,HOST-8364,hardware,Performance issue
2025-03-29,462871672,new joiner,HP Book 2.0 Model,LAP-52CAF32C41,HP Book 2.0 Model,LAP-1C59B54606,HOST-7418,hardware,Physical damage
2026-01-16,536019893,breakfix,HP Book 2.0 Model,LAP-FB43FE27C9,HP Book 2.0 Model,LAP-73AFFC47F2,HOST-8074,software,OS corruption
2024-06-11,180348617,new joiner,Dell Laptop X12 Model,LAP-A5D2158869,Dell Laptop X12 Model,LAP-AD22BB3598,HOST-5764,hardware,OS corruption
2024-12-11,744280854,transfer,Dell Laptop X12 Model,LAP-B86629A56D,Dell Laptop X12 Model,LAP-74A0C65A91,HOST-9410,software,Performance issue
2025-11-23,570040006,new joiner,Dell Laptop X12 Model,LAP-AC8FB96FC1,Dell Laptop X12 Model,LAP-89DAF529BB,HOST-1311,software,User requested replacement
2025-03-07,682101860,new joiner,JBL Wireless Headset,WH-F77E5BF8E8,JBL Wireless Headset,WH-F2CD7B0532,HOST-2040,software,OS corruption
2024-09-27,909165341,breakfix,HP Book 2.0 Model,LAP-26E1E4A6C0,HP Book 2.0 Model,LAP-F274318DF8,HOST-9106,software,OS corruption
2024-02-10,842507091,transfer,JBL Wireless Headset,WH-209EB28F5B,JBL Wireless Headset,WH-3E843BA296,HOST-1340,hardware,Physical damage
2025-07-12,360482447,transfer,HP Book 2.0 Model,LAP-DEC4C00FA1,HP Book 2.0 Model,LAP-DA25BA2419,HOST-6633,software,Performance issue
2024-08-23,117783990,breakfix,HP Book 2.0 Model,LAP-DE55644671,HP Book 2.0 Model,LAP-57E56EA96F,HOST-6556,software,Performance issue
2025-03-30,137923492,new joiner,JBL Wireless Headset,WH-3918E22E33,JBL Wireless Headset,WH-B59C9C6999,HOST-7395,software,Physical damage
2024-09-28,958319153,breakfix,Dell Laptop X12 Model,LAP-93AC41DBF7,Dell Laptop X12 Model,LAP-41CE776449,HOST-4394,software,Device not powering on
2024-03-12,608940398,transfer,Dell Laptop X12 Model,LAP-CFE43492E0,Dell Laptop X12 Model,LAP-CAC8A7C600,HOST-3115,hardware,Performance issue
2025-08-17,491797490,new joiner,Dell Laptop X12 Model,LAP-C4DC35B9D6,Dell Laptop X12 Model,LAP-BA599E07DD,HOST-9063,hardware,OS corruption
2024-09-06,740116562,transfer,HP Book 2.0 Model,LAP-B33A4C7C32,HP Book 2.0 Model,LAP-125E30CF66,HOST-4845,hardware,User requested replacement
2025-12-07,757001875,breakfix,JBL Wireless Headset,WH-2EC76D944B,JBL Wireless Headset,WH-6BE89C1349,HOST-6878,software,Physical damage
2024-03-02,913043828,breakfix,JBL Wireless Headset,WH-F7FDE8A2B4,JBL Wireless Headset,WH-A1072196AC,HOST-3862,hardware,Device not powering on
2025-02-13,104427929,transfer,HP Book 2.0 Model,LAP-DBE2B4DED5,HP Book 2.0 Model,LAP-5AE3DEF27E,HOST-2867,hardware,Device not powering on
2024-06-28,954725078,breakfix,JBL Wireless Headset,WH-B247CEED00,JBL Wireless Headset,WH-97B114B3E3,HOST-8968,software,Physical damage
2025-01-26,920858166,breakfix,HP Book 2.0 Model,LAP-D06082269D,HP Book 2.0 Model,LAP-2D3B393CF3,HOST-5382,hardware,User requested replacement
2024-05-16,220507410,new joiner,HP Book 2.0 Model,LAP-132B61D01D,HP Book 2.0 Model,LAP-BCB4276EB7,HOST-2706,hardware,OS corruption
2024-10-13,694491286,breakfix,HP Book 2.0 Model,LAP-6C9211B6F4,HP Book 2.0 Model,LAP-9C7526CE19,HOST-2734,hardware,User requested replacement
2025-12-13,348541776,new joiner,JBL Wireless Headset,WH-173A50F99D,JBL Wireless Headset,WH-6DF180E8E8,HOST-2727,hardware,Device not powering on
2025-06-28,262536735,transfer,JBL Wireless Headset,WH-816AA29BE8,JBL Wireless Headset,WH-1FADAF4A61,HOST-3572,software,OS corruption
2024-08-24,872649234,transfer,Dell Laptop X12 Model,LAP-E8F001D0C7,Dell Laptop X12 Model,LAP-AC8FB96FC1,HOST-2626,hardware,Physical damage
2025-02-16,188417749,breakfix,JBL Wireless Headset,WH-5D2AB30AD1,JBL Wireless Headset,WH-641C418597,HOST-3014,hardware,OS corruption
2024-11-25,373286650,breakfix,Dell Laptop X12 Model,LAP-017E160531,Dell Laptop X12 Model,LAP-CFE4A9569F,HOST-5019,software,Physical damage
2025-04-06,454650074,new joiner,HP Book 2.0 Model,LAP-FF610ADA00,HP Book 2.0 Model,LAP-7BEEB382A5,HOST-3805,hardware,Physical damage
2025-01-08,952266893,new joiner,Wireless Headset Cushion,WH-51F1307815,Wireless Headset Cushion,WH-B13136A9D8,HOST-7799,software,Performance issue
2025-08-22,288598352,new joiner,Dell Laptop X12 Model,LAP-2653356509,Dell Laptop X12 Model,LAP-BB2FDDA9BA,HOST-7909,hardware,Performance issue
2024-11-11,244209787,transfer,HP Book 2.0 Model,LAP-E0BCE7B967,HP Book 2.0 Model,LAP-C35CBFBA31,HOST-7706,software,User requested replacement
2024-02-26,419378952,transfer,JBL Wireless Headset,WH-B595623520,JBL Wireless Headset,WH-223ECD9DDC,HOST-1487,software,Performance issue
2026-01-14,177892576,new joiner,HP Book 2.0 Model,LAP-9306D5EBDB,HP Book 2.0 Model,LAP-9C62B99F64,HOST-9476,hardware,Device not powering on
2025-02-12,880579928,transfer,JBL Wireless Headset,WH-D803E46423,JBL Wireless Headset,WH-4A10EDA4E2,HOST-7580,hardware,OS corruption
2025-11-23,736670305,transfer,JBL Wireless Headset,WH-1DB1AB49D3,JBL Wireless Headset,WH-FFBFD57190,HOST-1607,hardware,User requested replacement
2025-11-26,288191943,new joiner,HP Book 2.0 Model,LAP-12C6A201E2,HP Book 2.0 Model,LAP-C7A7B96DC8,HOST-9516,software,OS corruption
2024-12-09,487541399,new joiner,JBL Wireless Headset,WH-2626E12543,JBL Wireless Headset,WH-FB9AF61C6D,HOST-5986,software,Physical damage
2026-01-16,513260967,transfer,Wireless Headset Cushion,WH-1A793F848D,Wireless Headset Cushion,WH-1F28C7F9E9,HOST-9647,hardware,OS corruption
2024-10-25,524806516,new joiner,HP Book 2.0 Model,LAP-DAACA2653F,HP Book 2.0 Model,LAP-6526B76D01,HOST-4360,software,Physical damage
2024-03-31,787007622,transfer,Dell Laptop X12 Model,LAP-5A3E660E0D,Dell Laptop X12 Model,LAP-403896FDF4,HOST-4232,software,Device not powering on
2025-12-18,246148980,new joiner,Wireless Headset Cushion,WH-983D724E8F,Wireless Headset Cushion,WH-0D717E5F69,HOST-6480,software,Performance issue
2024-08-10,416270056,new joiner,HP Book 2.0 Model,LAP-D3EA41CD4F,HP Book 2.0 Model,LAP-BC6F23263F,HOST-5651,hardware,Device not powering on
2024-08-19,939059557,new joiner,JBL Wireless Headset,WH-6E235FFC50,JBL Wireless Headset,WH-E937315828,HOST-6115,software,Performance issue
2026-01-01,202739753,breakfix,JBL Wireless Headset,WH-6050F06254,JBL Wireless Headset,WH-89B33E7EA2,HOST-9846,software,Performance issue
2025-03-19,741148802,new joiner,Dell Laptop X12 Model,LAP-922BB9E3F8,Dell Laptop X12 Model,LAP-D6CE330ED5,HOST-7926,hardware,Device not powering on
2025-01-08,253861882,transfer,HP Book 2.0 Model,LAP-4D1DB475CD,HP Book 2.0 Model,LAP-6486B44377,HOST-9314,software,Device not powering on
2025-12-07,586881528,new joiner,HP Book 2.0 Model,LAP-0DB87EAA5C,HP Book 2.0 Model,LAP-710CF50E06,HOST-3043,software,Physical damage
2024-06-17,801167479,new joiner,Dell Laptop X12 Model,LAP-C92C67AAA8,Dell Laptop X12 Model,LAP-BA2D9D0D60,HOST-1085,software,Physical damage
2025-05-28,333019716,new joiner,Dell Laptop X12 Model,LAP-85F77EF01B,Dell Laptop X12 Model,LAP-1C8EC7BE07,HOST-9737,hardware,Physical damage
2025-03-24,367107264,transfer,JBL Wireless Headset,WH-9B1CBF19C0,JBL Wireless Headset,WH-F31AFB65BA,HOST-3293,software,User requested replacement
2025-05-16,194170046,breakfix,HP Book 2.0 Model,LAP-D9355BA098,HP Book 2.0 Model,LAP-9F30D4033D,HOST-6371,hardware,Physical damage
2024-10-16,243418388,breakfix,HP Book 2.0 Model,LAP-5B498AD40C,HP Book 2.0 Model,LAP-A87CB0E0C8,HOST-3401,software,OS corruption
2025-11-02,766208705,breakfix,Dell Laptop X12 Model,LAP-0170D49BAF,Dell Laptop X12 Model,LAP-BD7C634F3E,HOST-2018,software,Performance issue
2024-09-24,606467254,breakfix,Wireless Headset Cushion,WH-F085237DA1,Wireless Headset Cushion,WH-BC9C00ED1C,HOST-8309,hardware,Physical damage
2024-03-02,583493761,new joiner,HP Book 2.0 Model,LAP-8CC8C664A0,HP Book 2.0 Model,LAP-C12C4C8AA8,HOST-7598,software,Physical damage
2024-06-05,895890631,transfer,Wireless Headset Cushion,WH-34451939F0,Wireless Headset Cushion,WH-BEA6702729,HOST-7937,software,OS corruption
2024-11-24,387484583,breakfix,Wireless Headset Cushion,WH-FDC8AF1341,Wireless Headset Cushion,WH-743D2346C0,HOST-3364,hardware,OS corruption
2024-01-27,383851293,transfer,JBL Wireless Headset,WH-F9C09B0BE3,JBL Wireless Headset,WH-E2C6E8091B,HOST-3119,hardware,Performance issue
2024-10-15,895697985,transfer,Dell Laptop X12 Model,LAP-4B7F7841DF,Dell Laptop X12 Model,LAP-70E0CAFCEE,HOST-1534,hardware,User requested replacement
2025-01-11,817112652,breakfix,JBL Wireless Headset,WH-1BA562C38E,JBL Wireless Headset,WH-B085FD20FD,HOST-7694,hardware,Device not powering on
2025-01-11,950474042,new joiner,HP Book 2.0 Model,LAP-5856AA515E,HP Book 2.0 Model,LAP-0B3EBA3A34,HOST-5744,hardware,User requested replacement
2025-08-21,361212671,breakfix,HP Book 2.0 Model,LAP-ED6179A40B,HP Book 2.0 Model,LAP-89E262F769,HOST-7086,software,Physical damage
2025-03-20,736212983,transfer,HP Book 2.0 Model,LAP-A422DB713A,HP Book 2.0 Model,LAP-24EC9055C1,HOST-8961,hardware,Performance issue
2025-09-01,456452891,new joiner,Wireless Headset Cushion,WH-E882896D8B,Wireless Headset Cushion,WH-C9B34C95EA,HOST-7910,hardware,Physical damage
2025-04-09,224623936,breakfix,HP Book 2.0 Model,LAP-A7103CED22,HP Book 2.0 Model,LAP-E2B1B7DC72,HOST-3999,software,Device not powering on
2025-09-21,705573731,new joiner,JBL Wireless Headset,WH-C6A0727635,JBL Wireless Headset,WH-DCCB821D40,HOST-6712,hardware,Device not powering on
2024-11-23,860229059,transfer,JBL Wireless Headset,WH-1BD7538213,JBL Wireless Headset,WH-770A044491,HOST-6074,software,Physical damage
2025-01-03,226326628,transfer,JBL Wireless Headset,WH-DBC728C777,JBL Wireless Headset,WH-306313F1DF,HOST-3175,hardware,User requested replacement
2024-04-13,994816400,transfer,HP Book 2.0 Model,LAP-3E63F1AB18,HP Book 2.0 Model,LAP-0319E35EAF,HOST-8371,software,Performance issue
2025-02-25,994672466,breakfix,HP Book 2.0 Model,LAP-534432B45E,HP Book 2.0 Model,LAP-271C8AC2E8,HOST-7711,software,Performance issue
2024-12-16,257027702,transfer,HP Book 2.0 Model,LAP-AAE29236E0,HP Book 2.0 Model,LAP-9D73735CF1,HOST-9863,hardware,OS corruption
2025-04-15,408899514,new joiner,Wireless Headset Cushion,WH-A6C4442E99,Wireless Headset Cushion,WH-BA1DB8CFEB,HOST-2450,hardware,Device not powering on
2024-06-18,736212983,new joiner,HP Book 2.0 Model,LAP-A422DB713A,HP Book 2.0 Model,LAP-17930E3B03,HOST-6060,hardware,User requested replacement
2025-10-29,849740261,breakfix,JBL Wireless Headset,WH-83A28F6BD2,JBL Wireless Headset,WH-1C4FEAC899,HOST-9877,hardware,User requested replacement
2024-08-08,322203053,breakfix,HP Book 2.0 Model,LAP-521C64DD51,HP Book 2.0 Model,LAP-8522EE7760,HOST-8796,hardware,Device not powering on
2024-03-21,500561082,new joiner,JBL Wireless Headset,WH-50A7330113,JBL Wireless Headset,WH-B6C8846110,HOST-3944,hardware,Physical damage
2025-06-28,478278218,breakfix,HP Book 2.0 Model,LAP-E902EC3BF7,HP Book 2.0 Model,LAP-EFE7DBC62F,HOST-8278,hardware,User requested replacement
2024-05-13,384825874,transfer,Wireless Headset Cushion,WH-FE503B6765,Wireless Headset Cushion,WH-927022BB39,HOST-7583,hardware,OS corruption
2026-01-01,881434315,transfer,Wireless Headset Cushion,WH-36B6A6573C,Wireless Headset Cushion,WH-5A65F2110D,HOST-8160,hardware,OS corruption
2025-12-31,102655449,new joiner,Dell Laptop X12 Model,LAP-DD37A334B6,Dell Laptop X12 Model,LAP-3EDAC7272D,HOST-6199,software,Physical damage
2025-10-23,148766522,breakfix,HP Book 2.0 Model,LAP-E1ED41D3BE,HP Book 2.0 Model,LAP-914C37AEF9,HOST-2627,hardware,Physical damage
2025-08-30,554941605,breakfix,Dell Laptop X12 Model,LAP-67D13D16AC,Dell Laptop X12 Model,LAP-11E72DA219,HOST-5187,hardware,Performance issue
2025-03-16,998806471,transfer,Wireless Headset Cushion,WH-825782F82E,Wireless Headset Cushion,WH-F2DC5E0C9E,HOST-3772,hardware,User requested replacement
2025-02-25,144097647,breakfix,JBL Wireless Headset,WH-9FB997D34C,JBL Wireless Headset,WH-5ABF57CCA1,HOST-1445,hardware,Physical damage
2024-12-21,946764061,breakfix,HP Book 2.0 Model,LAP-716F56DE64,HP Book 2.0 Model,LAP-59A7F2ACDE,HOST-6243,hardware,OS corruption
2025-02-27,915499713,transfer,HP Book 2.0 Model,LAP-3034371850,HP Book 2.0 Model,LAP-B1DDFBE588,HOST-7152,hardware,Device not powering on
2025-07-01,946228305,breakfix,Dell Laptop X12 Model,LAP-DA747B60E5,Dell Laptop X12 Model,LAP-66BE1FD227,HOST-4874,software,User requested replacement
2024-08-26,156027635,transfer,HP Book 2.0 Model,LAP-B2F0650A95,HP Book 2.0 Model,LAP-A153131988,HOST-2885,software,Device not powering on
2025-03-05,701457391,transfer,Wireless Headset Cushion,WH-9A350F9F85,Wireless Headset Cushion,WH-D739984B04,HOST-7669,hardware,OS corruption
2025-12-26,247456327,transfer,JBL Wireless Headset,WH-6BEB37C774,JBL Wireless Headset,WH-F428EA66BA,HOST-4829,hardware,Physical damage
